ID	Drinks	Size
31803	None	Fat
31804	Little	*
31805	*	*
31806	*	Fat
31807	*	Thin
31808	Little	*
31809	None	Fat
31810	Little	Thin
31811	Lots	Thin
31812	Lots	Thin
31813	*	*
31814	*	Fat
31815	Lots	Thin
31816	*	Thin
31817	Little	*
31818	None	Thin
31819	Lots	Thin
31820	Lots	*
31821	None	*
31822	Little	Thin
31823	*	Thin
31824	None	*
31825	*	Thin
31826	None	Fat
31827	Little	Fat
31828	*	Thin
31829	None	Fat
31830	Lots	*
31831	*	Thin
31832	None	Fat
31833	Lots	Thin
31834	None	Thin
31835	Lots	Fat
31836	Little	Thin
31837	None	Thin
31838	Little	*
31839	Little	Fat
31840	Lots	Thin
31841	None	Thin
31842	Little	Fat
31843	Little	Thin
31844	Lots	Thin
31845	None	Thin
31846	Lots	Thin
31847	Lots	Thin
31848	None	Fat
31849	None	Fat
31850	Lots	Thin
31851	None	Fat
31852	None	Thin
31853	Little	Fat
31854	Little	Fat
31855	*	Thin
31856	None	Fat
31857	Lots	Fat
31858	None	*
31859	None	*
31860	Little	Fat
31861	None	Thin
31862	Lots	Thin
31863	*	Fat
31864	Little	Thin
31865	Lots	Thin
31866	*	Thin
31867	Little	Fat
31868	Lots	Thin
31869	Little	Fat
31870	*	*
31871	*	Thin
31872	None	Fat
31873	*	Fat
31874	None	Thin
31875	*	*
31876	Little	Fat
31877	Lots	Thin
31878	Lots	Thin
31879	Lots	*
31880	None	Fat
31881	Lots	Thin
31882	None	Thin
31883	*	Thin
31884	None	Fat
31885	*	*
31886	Little	Fat
31887	None	Thin
31888	Lots	Thin
31889	*	Fat
31890	Little	Thin
31891	Lots	Fat
31892	None	Fat
31893	Little	Thin
31894	Little	*
31895	*	Thin
31896	Little	Fat
31897	Lots	Thin
31898	Lots	Fat
31899	*	Fat
31900	Lots	Fat
31901	None	Thin
31902	*	Thin
31903	Little	Fat
31904	Little	Fat
31905	None	*
31906	*	*
31907	Lots	Thin
31908	Lots	Thin
31909	Lots	Fat
31910	None	Thin
31911	None	Thin
31912	None	Thin
31913	*	Thin
31914	Little	Fat
31915	None	*
31916	*	Fat
31917	Little	Thin
31918	None	Thin
31919	Lots	Thin
31920	None	*
31921	None	Thin
31922	Lots	Thin
31923	Little	Thin
31924	None	Thin
31925	Lots	Thin
31926	Little	Thin
31927	Lots	*
31928	*	Fat
31929	Little	Thin
31930	*	Thin
31931	Lots	Fat
31932	Little	Thin
31933	*	*
31934	Lots	Fat
31935	*	Thin
31936	Lots	Thin
31937	Little	Fat
31938	Little	*
31939	Little	Fat
31940	Lots	Thin
31941	Lots	Thin
31942	Lots	*
31943	Lots	*
31944	None	Thin
31945	Lots	Thin
31946	Little	Thin
31947	*	Thin
31948	Lots	Thin
31949	*	Fat
31950	*	Thin
31951	None	Thin
31952	*	Thin
31953	None	Thin
31954	*	Thin
31955	None	Thin
31956	Lots	*
31957	None	*
31958	Little	Fat
31959	Lots	*
31960	Lots	Thin
31961	*	*
31962	None	Thin
31963	*	Fat
31964	Little	Fat
31965	Little	Thin
31966	Lots	Thin
31967	Lots	*
31968	Lots	Fat
31969	None	*
31970	*	Thin
31971	*	Thin
31972	*	Thin
31973	None	Thin
31974	None	*
31975	Lots	Thin
31976	None	Thin
31977	Little	Thin
31978	None	Thin
31979	Little	Thin
31980	Lots	Thin
31981	None	Thin
31982	*	*
31983	None	Thin
31984	None	Thin
31985	None	Fat
31986	*	Fat
31987	None	Thin
31988	Little	*
31989	Lots	Thin
31990	None	*
31991	Lots	Thin
31992	Lots	Fat
31993	None	Thin
31994	None	Thin
31995	Little	Fat
31996	None	Fat
31997	*	Thin
31998	Lots	Fat
31999	Lots	Fat
32000	None	*
32001	Lots	Thin
32002	*	Fat
32003	Lots	Thin
32004	Little	Thin
32005	Little	Fat
32006	*	Fat
32007	None	Fat
32008	None	Fat
32009	*	*
32010	Lots	*
32011	Lots	Thin
32012	Little	*
32013	Lots	Thin
32014	*	Fat
32015	Lots	Thin
32016	*	*
32017	Lots	*
32018	*	Thin
32019	Lots	Thin
32020	None	*
32021	Lots	Thin
32022	None	Thin
32023	Lots	Thin
32024	*	*
32025	Little	*
32026	None	*
32027	Lots	Thin
32028	*	Fat
32029	*	Thin
32030	Lots	*
32031	Lots	Thin
32032	Lots	*
32033	Little	Fat
32034	None	Fat
32035	None	Thin
32036	Lots	Fat
32037	None	*
32038	Lots	Thin
32039	*	*
32040	None	Fat
32041	None	Fat
32042	Little	Fat
32043	Lots	Fat
32044	None	Fat
32045	Lots	Fat
32046	Lots	Fat
32047	Lots	Thin
32048	None	Fat
32049	*	Fat
32050	Little	*
32051	Lots	Fat
32052	*	*
32053	None	Thin
32054	*	*
32055	*	Fat
32056	None	Thin
32057	Lots	Fat
32058	Little	Fat
32059	None	*
32060	*	*
32061	None	Thin
32062	Little	Fat
32063	None	Fat
32064	Lots	Thin
32065	None	Thin
32066	Lots	*
32067	Lots	Fat
32068	Lots	Thin
32069	Lots	Fat
32070	Lots	Fat
32071	None	Thin
32072	None	*
32073	None	Thin
32074	Lots	Fat
32075	None	Thin
32076	Little	Fat
32077	Lots	Thin
32078	Little	Thin
32079	None	Fat
32080	None	Thin
32081	*	Thin
32082	None	*
32083	Little	*
32084	None	Fat
32085	*	Fat
32086	*	Thin
32087	None	Fat
32088	Little	*
32089	Lots	*
32090	*	Thin
32091	None	*
32092	Little	Fat
32093	*	Thin
32094	None	Fat
32095	Little	*
32096	None	Fat
32097	Little	Thin
32098	Little	Fat
32099	None	Thin
32100	None	Thin
32101	Lots	Thin
32102	*	*
32103	Little	Fat
32104	Little	Thin
32105	Little	Fat
32106	Lots	Thin
32107	None	Thin
32108	*	Fat
32109	None	*
32110	Lots	*
32111	*	Thin
32112	Lots	*
32113	Lots	*
32114	Lots	Thin
32115	None	*
32116	Lots	*
32117	Lots	Thin
32118	None	*
32119	None	Thin
32120	Little	Fat
32121	None	Fat
32122	Little	Thin
32123	Little	Fat
32124	Lots	Fat
32125	None	*
32126	None	Fat
32127	*	Fat
32128	None	Thin
32129	Lots	Thin
32130	Little	Thin
32131	None	*
32132	*	Thin
32133	None	*
32134	None	*
32135	*	Fat
32136	Little	Fat
32137	Lots	*
32138	Lots	Thin
32139	*	Fat
32140	Lots	Thin
32141	*	Thin
32142	None	Fat
32143	Little	Thin
32144	Lots	Thin
32145	Lots	Thin
32146	None	Thin
32147	Little	Fat
32148	*	Thin
32149	Lots	*
32150	Lots	Thin
32151	*	Fat
32152	Lots	Fat
32153	None	Thin
32154	None	*
32155	None	Thin
32156	Lots	Thin
32157	Little	Thin
32158	None	Thin
32159	None	Thin
32160	None	Fat
32161	Lots	*
32162	Little	*
32163	*	Thin
32164	None	Thin
32165	Lots	Thin
32166	*	Fat
32167	Little	Thin
32168	None	Thin
32169	Lots	Thin
32170	*	Fat
32171	Lots	Thin
32172	Lots	*
32173	None	*
32174	None	Thin
32175	None	Fat
32176	Lots	Fat
32177	None	*
32178	Little	Thin
32179	*	Thin
32180	Little	Thin
32181	*	Fat
32182	None	*
32183	None	Thin
32184	*	*
32185	*	Fat
32186	Lots	Thin
32187	None	Fat
32188	None	Thin
32189	None	Thin
32190	*	*
32191	None	Thin
32192	Little	Fat
32193	None	*
32194	None	Fat
32195	Little	Fat
32196	None	Thin
32197	Little	Thin
32198	Little	Fat
32199	None	Thin
32200	None	Thin
32201	Little	*
32202	Lots	*
32203	None	Fat
32204	Lots	Fat
32205	None	Fat
32206	*	Thin
32207	*	*
32208	Little	Thin
32209	Lots	Fat
32210	*	Thin
32211	None	Fat
32212	*	*
32213	Lots	*
32214	None	Fat
32215	None	Thin
32216	None	*
32217	Lots	Thin
32218	*	Fat
32219	Lots	Fat
32220	Lots	Thin
32221	Little	*
32222	*	Fat
32223	None	Thin
32224	Lots	Fat
32225	None	*
32226	None	Thin
32227	None	Fat
32228	None	*
32229	Little	Fat
32230	None	Fat
32231	None	Thin
32232	*	Fat
32233	*	Thin
32234	Lots	Fat
32235	*	Thin
32236	*	*
32237	*	Thin
32238	Little	Fat
32239	Lots	Fat
32240	*	Thin
32241	Lots	Fat
32242	None	Thin
32243	Little	*
32244	Little	*
32245	*	Fat
32246	None	Fat
32247	Little	Thin
32248	*	Thin
32249	Little	Thin
32250	*	Thin
32251	Lots	Fat
32252	Lots	Thin
32253	None	*
32254	None	Thin
32255	Lots	Thin
32256	None	*
32257	Lots	*
32258	None	Thin
32259	None	Thin
32260	None	*
32261	None	*
32262	*	Fat
32263	None	Thin
32264	None	Fat
32265	Little	*
32266	Lots	*
32267	Lots	Thin
32268	Lots	Fat
32269	Little	Thin
32270	None	Thin
32271	*	Thin
32272	None	Thin
32273	Lots	Fat
32274	None	Fat
32275	Lots	Thin
32276	Lots	Fat
32277	None	Fat
32278	Little	Fat
32279	Lots	Thin
32280	*	Fat
32281	Lots	*
32282	Lots	Thin
32283	None	*
32284	Lots	Fat
32285	*	Thin
32286	None	Thin
32287	Lots	*
32288	None	Fat
32289	Lots	Fat
32290	Lots	*
32291	None	Fat
32292	*	Thin
32293	*	*
32294	*	Fat
32295	*	Thin
32296	*	Thin
32297	Little	Thin
32298	None	Fat
32299	None	Fat
32300	Little	Fat
32301	Lots	Fat
32302	None	*
32303	None	*
32304	Lots	Thin
32305	Little	Fat
32306	Little	Thin
32307	Lots	Thin
32308	None	Thin
32309	Lots	Fat
32310	*	Thin
32311	None	Thin
32312	Little	*
32313	Little	Fat
32314	*	Fat
32315	Lots	Thin
32316	Lots	Thin
32317	None	Fat
32318	None	Fat
32319	*	Fat
32320	*	Fat
32321	Little	Fat
32322	Lots	*
32323	*	Thin
32324	Lots	Thin
32325	Lots	Thin
32326	None	*
32327	Lots	Fat
32328	Little	Fat
32329	Little	*
32330	None	Fat
32331	Little	*
32332	Lots	Thin
32333	*	Thin
32334	Little	Fat
32335	None	Thin
32336	Lots	Thin
32337	None	Thin
32338	Lots	Thin
32339	None	Thin
32340	None	Thin
32341	Little	Thin
32342	Little	Fat
32343	None	Thin
32344	None	Fat
32345	*	Thin
32346	Little	Fat
32347	Little	*
32348	Lots	*
32349	None	Thin
32350	Lots	*
32351	Lots	Thin
32352	Lots	Fat
32353	Lots	Fat
32354	Little	Fat
32355	*	Thin
32356	*	Fat
32357	Little	Fat
32358	*	Fat
32359	*	Thin
32360	None	*
32361	Lots	Fat
32362	None	Thin
32363	None	Thin
32364	None	Fat
32365	*	Thin
32366	*	Thin
32367	Lots	Thin
32368	Little	Fat
32369	*	Thin
32370	Little	Fat
32371	None	Thin
32372	None	*
32373	None	*
32374	*	*
32375	Little	Thin
32376	Lots	*
32377	Little	Thin
32378	Little	Thin
32379	Lots	Thin
32380	*	Fat
32381	None	Thin
32382	Little	Thin
32383	None	Fat
32384	None	Thin
32385	*	Thin
32386	None	*
32387	Little	Fat
32388	None	Thin
32389	None	Thin
32390	*	*
32391	*	Fat
32392	None	Thin
32393	Lots	Thin
32394	Little	Fat
32395	Little	Fat
32396	Lots	Thin
32397	Little	*
32398	None	Fat
32399	None	Fat
32400	None	Fat
32401	Lots	*
32402	Little	Thin
32403	None	Thin
32404	None	Thin
32405	Little	Thin
32406	Lots	Fat
32407	None	Fat
32408	Lots	Thin
32409	None	Thin
32410	Little	Thin
32411	Little	Thin
32412	None	Thin
32413	None	*
32414	None	Thin
32415	Little	*
32416	Lots	Fat
32417	Lots	Thin
32418	Lots	Thin
32419	Little	Fat
32420	Little	Thin
32421	Lots	Fat
32422	*	Thin
32423	Lots	Thin
32424	Lots	Thin
32425	Little	Fat
32426	None	Thin
32427	Lots	*
32428	*	Thin
32429	Lots	Thin
32430	None	Fat
32431	Little	Thin
32432	*	*
32433	Little	Thin
32434	Lots	Thin
32435	Lots	Fat
32436	*	Fat
32437	Lots	Thin
32438	*	Thin
32439	Little	Fat
32440	Lots	Fat
32441	Little	Thin
32442	Little	Fat
32443	Little	Fat
32444	*	Fat
32445	Lots	Thin
32446	None	Thin
32447	None	Thin
32448	Little	Fat
32449	Lots	Thin
32450	Little	Thin
32451	Lots	Fat
32452	*	Thin
32453	None	*
32454	Lots	Fat
32455	Lots	*
32456	*	Thin
32457	None	Fat
32458	Little	*
32459	Little	Fat
32460	Lots	Fat
32461	None	Fat
32462	None	Fat
32463	Lots	Fat
32464	None	Fat
32465	None	Fat
32466	None	Fat
32467	*	Thin
32468	None	Thin
32469	*	Fat
32470	Lots	Thin
32471	Lots	Thin
32472	Lots	Fat
32473	*	*
32474	*	Thin
32475	Lots	*
32476	Lots	Thin
32477	*	Thin
32478	Lots	*
32479	None	Thin
32480	None	Thin
32481	None	Thin
32482	Little	*
32483	Lots	Fat
32484	*	Thin
32485	None	*
32486	*	Thin
32487	None	Fat
32488	Little	Thin
32489	Little	*
32490	None	Fat
32491	Little	Thin
32492	Little	Fat
32493	None	Thin
32494	Lots	Thin
32495	Lots	Fat
32496	*	Thin
32497	None	Thin
32498	None	*
32499	Lots	Fat
32500	None	Fat
32501	Lots	Fat
32502	Lots	*
32503	None	*
32504	Lots	Thin
32505	*	Fat
32506	None	*
32507	None	Fat
32508	*	*
32509	None	Thin
32510	Little	*
32511	None	*
32512	*	Fat
32513	*	*
32514	Lots	*
32515	None	Thin
32516	Lots	Thin
32517	Little	Thin
32518	Little	Thin
32519	None	Fat
32520	None	Thin
32521	Lots	Fat
32522	*	Fat
32523	None	Thin
32524	*	*
32525	None	Fat
32526	None	Fat
32527	Lots	Thin
32528	*	Fat
32529	None	*
32530	*	Thin
32531	None	Fat
32532	Little	Thin
32533	None	Fat
32534	Lots	Thin
32535	Lots	Thin
32536	Lots	Fat
32537	*	Thin
32538	Lots	*
32539	None	Thin
32540	Little	Thin
32541	Lots	*
32542	Little	Thin
32543	None	Thin
32544	None	Thin
32545	Little	Thin
32546	Little	Fat
32547	None	Thin
32548	None	Fat
32549	Lots	Fat
32550	None	Thin
32551	Lots	Thin
32552	None	Thin
32553	*	Thin
32554	None	Thin
32555	*	Fat
32556	*	Fat
32557	Lots	Fat
32558	None	Fat
32559	None	Thin
32560	Little	*
32561	*	Fat
32562	*	Thin
32563	Lots	Fat
32564	Lots	*
32565	None	*
32566	Lots	Thin
32567	Lots	Fat
32568	None	Fat
32569	*	Thin
32570	*	Fat
32571	Little	Thin
32572	Lots	*
32573	None	Thin
32574	None	Thin
32575	Lots	Fat
32576	Lots	*
32577	Little	*
32578	None	Thin
32579	*	Fat
32580	*	Thin
32581	None	*
32582	*	Thin
32583	Lots	Thin
32584	Lots	Thin
32585	Lots	Fat
32586	*	Thin
32587	None	*
32588	Lots	Fat
32589	None	*
32590	Lots	Thin
32591	None	*
32592	Lots	*
32593	Little	Thin
32594	None	Thin
32595	Little	Fat
32596	None	Thin
32597	None	Fat
32598	*	Fat
32599	*	Fat
32600	None	Fat
32601	Little	Thin
32602	None	Thin
32603	Lots	Thin
32604	None	Fat
32605	None	*
32606	Little	Fat
32607	Little	Thin
32608	None	*
32609	Lots	*
32610	Little	*
32611	*	Fat
32612	Little	*
32613	*	Fat
32614	Little	Fat
32615	None	Thin
32616	*	Fat
32617	Lots	Thin
32618	Lots	Fat
32619	None	*
32620	None	Fat
32621	Little	Fat
32622	Lots	Thin
32623	None	Thin
32624	Lots	*
32625	Lots	Fat
32626	Lots	*
32627	Little	Fat
32628	None	*
32629	None	Fat
32630	None	Thin
32631	None	*
32632	None	Thin
32633	Lots	Thin
32634	None	Thin
32635	Little	*
32636	Little	*
32637	None	*
32638	*	Thin
32639	None	*
32640	Lots	Thin
32641	Lots	Thin
32642	*	Fat
32643	*	Thin
32644	Lots	Fat
32645	Lots	*
32646	*	Thin
32647	*	Fat
32648	None	Thin
32649	*	*
32650	Little	Thin
32651	*	*
32652	Little	Fat
32653	Little	Fat
32654	None	Fat
32655	None	Thin
32656	None	Thin
32657	None	Thin
32658	None	*
32659	Lots	Fat
32660	Lots	Thin
32661	Lots	Fat
32662	None	Thin
32663	Little	Thin
32664	Lots	*
32665	Little	Fat
32666	Lots	*
32667	Lots	Thin
32668	None	Thin
32669	None	Thin
32670	Lots	Fat
32671	Lots	Thin
32672	Lots	Thin
32673	Lots	Fat
32674	None	Thin
32675	Lots	*
32676	Little	Thin
32677	None	Fat
32678	None	Thin
32679	*	Fat
32680	*	Thin
32681	Lots	Fat
32682	Lots	Thin
32683	*	*
32684	*	Thin
32685	*	Thin
32686	None	Fat
32687	None	*
32688	*	Fat
32689	Little	*
32690	*	*
32691	*	*
32692	Lots	Thin
32693	Little	Fat
32694	Lots	*
32695	Lots	Fat
32696	None	Thin
32697	Little	Thin
32698	Lots	Thin
32699	None	Thin
32700	Little	Fat
32701	Little	Fat
32702	*	Fat
32703	None	*
32704	Little	Thin
32705	None	Fat
32706	None	Fat
32707	*	Fat
32708	*	*
32709	Little	Fat
32710	Lots	Thin
32711	Little	Thin
32712	Lots	Thin
32713	None	Thin
32714	*	Thin
32715	Lots	Fat
32716	None	*
32717	None	Fat
32718	Little	Fat
32719	Lots	Fat
32720	*	*
32721	*	Thin
32722	Little	Thin
32723	Little	Fat
32724	None	Fat
32725	*	Fat
32726	None	Thin
32727	Little	Thin
32728	None	Fat
32729	Little	Thin
32730	Little	*
32731	Lots	Fat
32732	Lots	Thin
32733	Lots	Thin
32734	Little	Fat
32735	None	Fat
32736	None	Thin
32737	None	Fat
32738	Lots	Thin
32739	None	Fat
32740	*	*
32741	Little	Thin
32742	Little	Fat
32743	None	*
32744	Little	Thin
32745	None	*
32746	Lots	Fat
32747	Lots	Thin
32748	Lots	Thin
32749	None	Thin
32750	*	Thin
32751	None	*
32752	Lots	*
32753	Little	Thin
32754	Lots	Fat
32755	None	Fat
32756	None	Fat
32757	Lots	Fat
32758	None	Fat
32759	None	Fat
32760	None	*
32761	None	*
32762	*	Fat
32763	None	*
32764	None	Fat
32765	*	Thin
32766	Little	Fat
32767	None	Fat
32768	Lots	Thin
32769	None	Fat
32770	*	*
32771	None	Thin
32772	*	Thin
32773	Lots	Thin
32774	Little	Fat
32775	None	*
32776	None	*
32777	Little	Fat
32778	None	Thin
32779	Lots	Thin
32780	Lots	*
32781	*	Thin
32782	None	Fat
32783	Little	Thin
32784	Lots	*
32785	None	*
32786	None	Thin
32787	Little	Fat
32788	Lots	Thin
32789	*	Fat
32790	None	Fat
32791	Little	Fat
32792	Lots	*
32793	None	Thin
32794	*	*
32795	None	Thin
32796	None	Fat
32797	Lots	Thin
32798	None	Thin
32799	None	Fat
32800	Lots	Fat
32801	Lots	Thin
32802	Lots	Fat
32803	Lots	*
32804	Lots	*
32805	None	Thin
32806	None	Fat
32807	None	*
32808	Little	Fat
32809	Lots	Thin
32810	None	Thin
32811	None	Fat
32812	Lots	Thin
32813	None	Fat
32814	None	Fat
32815	Little	Thin
32816	None	Thin
32817	Lots	Thin
32818	None	Fat
32819	Lots	Fat
32820	Lots	Thin
32821	*	Fat
32822	Little	Fat
32823	Little	Thin
32824	None	Thin
32825	None	*
32826	*	Fat
32827	None	*
32828	None	Thin
32829	Little	Thin
32830	Lots	*
32831	Little	Fat
32832	Lots	*
32833	Lots	Thin
32834	None	*
32835	Little	Fat
32836	Lots	Thin
32837	Lots	*
32838	Lots	Thin
32839	Little	Thin
32840	Little	*
32841	Lots	Fat
32842	*	Thin
32843	Little	Thin
32844	None	Fat
32845	Lots	Thin
32846	*	Thin
32847	Lots	*
32848	None	*
32849	*	Thin
32850	Lots	Thin
32851	Little	Thin
32852	None	Fat
32853	Lots	Thin
32854	Lots	*
32855	None	Fat
32856	*	Thin
32857	*	Thin
32858	Little	Thin
32859	Little	Thin
32860	None	Fat
32861	None	Thin
32862	*	Thin
32863	Lots	Thin
32864	Lots	*
32865	*	Fat
32866	None	Fat
32867	*	Fat
32868	Lots	Thin
32869	Little	Thin
32870	Little	Fat
32871	*	Fat
32872	Little	*
32873	None	*
32874	Lots	Thin
32875	None	*
32876	*	Thin
32877	Lots	Thin
32878	None	Thin
32879	Little	Thin
32880	Little	Fat
32881	*	Thin
32882	*	Thin
32883	Lots	Fat
32884	None	*
32885	*	Fat
32886	None	Thin
32887	Lots	Thin
32888	*	Fat
32889	None	Thin
32890	Little	*
32891	Little	Thin
32892	*	Thin
32893	None	*
32894	None	Fat
32895	None	Fat
32896	None	*
32897	Lots	*
32898	None	*
32899	Little	Thin
32900	*	Thin
32901	None	Thin
32902	*	*
32903	*	*
32904	*	Thin
32905	Lots	*
32906	Lots	Fat
32907	None	Thin
32908	None	*
32909	*	Fat
32910	*	Thin
32911	None	Fat
32912	Lots	Fat
32913	None	Thin
32914	Little	Thin
32915	Little	*
32916	None	Thin
32917	None	Thin
32918	Lots	Fat
32919	None	Fat
32920	Lots	Fat
32921	Little	Thin
32922	None	*
32923	None	Thin
32924	Little	Fat
32925	*	*
32926	None	*
32927	None	Fat
32928	*	Fat
32929	Little	Thin
32930	None	Fat
32931	Little	Fat
32932	*	Fat
32933	None	Fat
32934	Little	Thin
32935	Lots	Thin
32936	None	Fat
32937	Lots	*
32938	Lots	*
32939	*	Thin
32940	Little	Fat
32941	Lots	*
32942	None	Thin
32943	None	Thin
32944	*	*
32945	Lots	Thin
32946	None	Fat
32947	*	*
32948	Little	*
32949	Lots	*
32950	*	Fat
32951	*	Thin
32952	Lots	Thin
32953	None	*
32954	Little	Thin
32955	*	Thin
32956	None	Thin
32957	Lots	Fat
32958	None	Thin
32959	None	Fat
32960	None	*
32961	None	*
32962	Little	Fat
32963	Little	Thin
32964	*	Fat
32965	None	Thin
32966	None	Thin
32967	None	Fat
32968	Lots	Thin
32969	Little	Thin
32970	None	Thin
32971	Lots	Fat
32972	None	Fat
32973	Little	*
32974	Little	*
32975	None	Fat
32976	None	Thin
32977	Little	Fat
32978	None	Thin
32979	Little	Thin
32980	None	Thin
32981	None	*
32982	*	*
32983	Little	*
32984	Lots	Thin
32985	*	Thin
32986	*	Fat
32987	None	*
32988	Lots	Thin
32989	None	Fat
32990	None	Fat
32991	Little	*
32992	Little	Fat
32993	None	*
32994	Little	*
32995	Lots	*
32996	None	Thin
32997	None	Thin
32998	Little	Fat
32999	None	Fat
33000	Lots	*
33001	None	Thin
33002	Lots	Fat
33003	Lots	Fat
33004	Little	*
33005	Lots	*
33006	*	Fat
33007	Little	Fat
33008	Little	Fat
33009	None	Fat
33010	Little	Fat
33011	Lots	Fat
33012	*	*
33013	Lots	Thin
33014	*	Thin
33015	Lots	Fat
33016	Lots	*
33017	None	Thin
33018	Lots	Fat
33019	None	Thin
33020	None	Thin
33021	Lots	*
33022	Lots	Thin
33023	None	Fat
33024	Little	Thin
33025	Little	Thin
33026	Little	Fat
33027	None	Fat
33028	*	Thin
33029	Little	Fat
33030	*	Fat
33031	Little	Fat
33032	*	Fat
33033	Lots	Fat
33034	None	Thin
33035	Lots	*
33036	Lots	Thin
33037	*	Fat
33038	None	Fat
33039	None	Fat
33040	Little	Thin
33041	None	Thin
33042	None	Fat
33043	None	*
33044	Little	*
33045	*	Thin
33046	Little	Thin
33047	Little	*
33048	Lots	*
33049	None	*
33050	Lots	Fat
33051	Lots	*
33052	Lots	Thin
33053	*	Thin
33054	None	Fat
33055	Little	Thin
33056	None	Fat
33057	*	*
33058	Lots	Fat
33059	None	Fat
33060	Lots	Thin
33061	None	Thin
33062	Little	Thin
33063	None	Thin
33064	None	Fat
33065	Lots	*
33066	*	*
33067	None	Thin
33068	*	*
33069	Little	Fat
33070	Lots	*
33071	Little	Thin
33072	Little	Thin
33073	Lots	Thin
33074	Little	*
33075	None	Thin
33076	Little	Fat
33077	Lots	Thin
33078	Lots	Fat
33079	Little	Thin
33080	Lots	Fat
33081	*	Thin
33082	Little	*
33083	*	Thin
33084	None	*
33085	None	*
33086	*	Thin
33087	Little	Fat
33088	*	Fat
33089	Lots	Fat
33090	*	Thin
33091	Lots	*
33092	Little	Fat
33093	Little	Fat
33094	None	Thin
33095	None	Fat
33096	None	Fat
33097	*	Fat
33098	None	Fat
33099	*	Fat
33100	Little	Fat
33101	Lots	Fat
33102	None	Thin
33103	*	Fat
33104	None	Fat
33105	None	*
33106	None	Thin
33107	None	Fat
33108	Lots	Fat
33109	Lots	Thin
33110	Lots	*
33111	None	Fat
33112	*	*
33113	None	*
33114	None	Fat
33115	Lots	Fat
33116	None	Fat
33117	Lots	Thin
33118	None	Thin
33119	*	Fat
33120	Lots	Fat
33121	*	Fat
33122	Little	Thin
33123	None	Thin
33124	None	Thin
33125	Little	Thin
33126	Lots	Thin
33127	Lots	Fat
33128	None	Fat
33129	*	*
33130	Little	Thin
33131	None	Thin
33132	None	Fat
33133	Little	Thin
33134	*	*
33135	None	Fat
33136	Lots	Thin
33137	None	*
33138	Lots	*
33139	*	*
33140	Lots	Thin
33141	Little	*
33142	Little	Thin
33143	None	Thin
33144	None	Fat
33145	None	Fat
33146	None	Thin
33147	Lots	Fat
33148	*	Thin
33149	*	Fat
33150	None	Thin
33151	Little	Thin
33152	Little	Fat
33153	*	*
33154	None	Fat
33155	None	Thin
33156	None	Thin
33157	Lots	Fat
33158	None	Thin
33159	Lots	Thin
33160	Lots	Fat
33161	None	Thin
33162	None	Thin
33163	Little	Fat
33164	Little	Fat
33165	*	*
33166	*	*
33167	Little	Thin
33168	Little	*
33169	None	*
33170	None	Fat
33171	Little	Fat
33172	None	Thin
33173	*	Thin
33174	Little	Fat
33175	None	Thin
33176	Little	Thin
33177	None	Fat
33178	Little	Thin
33179	Lots	Thin
33180	*	Thin
33181	Lots	Fat
33182	None	Thin
33183	Little	Fat
33184	None	Thin
33185	None	Fat
33186	Lots	Fat
33187	None	Thin
33188	Little	Thin
33189	Little	Fat
33190	None	Thin
33191	*	Thin
33192	Lots	Fat
33193	*	*
33194	Little	*
33195	Little	Fat
33196	None	Thin
33197	None	Thin
33198	None	Thin
33199	None	Fat
33200	None	Fat
33201	None	Fat
33202	*	Thin
33203	None	Thin
33204	None	Fat
33205	None	Fat
33206	Little	Fat
33207	Lots	*
33208	Lots	Thin
33209	Little	Fat
33210	*	Thin
33211	Little	Thin
33212	Lots	Fat
33213	Lots	*
33214	Little	Thin
33215	Lots	*
33216	*	Fat
33217	Lots	Thin
33218	None	*
33219	Lots	Thin
33220	Lots	Fat
33221	None	*
33222	None	Fat
33223	None	Thin
33224	Little	Fat
33225	Lots	*
33226	*	Thin
33227	Little	Fat
33228	None	Fat
33229	Lots	*
33230	None	Thin
33231	*	Fat
33232	*	Thin
33233	None	Fat
33234	None	Thin
33235	Little	*
33236	Lots	*
33237	None	Fat
33238	*	Thin
33239	Little	Fat
33240	None	Thin
33241	None	*
33242	Little	Thin
33243	*	*
33244	None	Thin
33245	Lots	*
33246	None	Thin
33247	*	Thin
33248	None	*
33249	None	Thin
33250	*	Thin
33251	Lots	Thin
33252	Lots	*
33253	None	Thin
33254	None	Fat
33255	Little	Fat
33256	None	Thin
33257	*	Fat
33258	None	Thin
33259	None	Thin
33260	None	Fat
33261	Little	Fat
33262	Little	*
33263	None	Fat
33264	Lots	Thin
33265	None	Thin
33266	*	Fat
33267	Lots	Fat
33268	*	Fat
33269	Little	Fat
33270	Little	Thin
33271	Lots	Fat
33272	None	Thin
33273	Lots	*
33274	Lots	Thin
33275	None	*
33276	Little	Fat
33277	None	Thin
33278	Little	Thin
33279	None	Thin
33280	None	Thin
33281	*	Thin
33282	Little	Thin
33283	Little	Fat
33284	Little	Thin
33285	None	Fat
33286	Lots	Thin
33287	Lots	Fat
33288	Lots	Fat
33289	*	Thin
33290	Little	Fat
33291	Little	Fat
33292	Little	Thin
33293	Little	Fat
33294	None	Fat
33295	Lots	Thin
33296	None	Thin
33297	None	Thin
33298	Lots	Fat
33299	Lots	Fat
33300	*	Thin
33301	*	*
33302	*	Fat
33303	*	Thin
33304	Lots	Thin
33305	*	Fat
