class stalk_root stalk_surface_below_ring population gill_attachment cap_shape cap_surface gill_color spore_print_color bruises habitat stalk_color_above_ring ring_type cap_color odor gill_spacing gill_size stalk_shape ring_number stalk_color_below_ring veil_type
d t s k n e x b p n y s o f t f c p w g w
d t s n l e x n p w v s o f t f w w w w p
d e y w n e x n f u y f o y f f c u w n w
g t s k n e x b e w s f o f f f w n w w w
d e s n c p x n p p v s o f f f w u w w g
d t s n l e x n p y v s o f t f w u w w p
d t s k n e x b p g v s o y t f c n w p w
u e s k p p s n p n s s o f t f c n w w w
d t s k n e f b p e v s o f t f c w w w w
d t s k n e x b p g v s o y t f c u w w g
u e s k n e x n p n y s o y f f c w w w w
g t s k n e x b p g s k o y f f w p w w w
d t s k n p f b p n y s o y t f c n w w g
g e s r n e b b e w a f t g f f w h w w w
d e s n c p f n p p s s o f f f w u w p w
g t s k n e f b e w a f o f f f w p w w w
l t k w y p x n e n v k o s f a w b n n n
d e k h f p f b l g v k o y f f c g w n p
m e s n a e b b p y s s o y t f c w w w w
d t s u f p f b l y y k o f t f c h w w p
d t s n n e x b p n y s o f t f c n w p w
p e k h f p x b l y v k o y f f c h w n p
p t k w f p k n e e y k o y f f c b w n w
g e s r n e f b p w a f t f f f w w w w w
g e k w n e k b e w s s t s t f w r w w w
u t f h f p x b p w s f o s t f c w w w w
d t s k n e f b p e v s o f t f c w w p g
l t k w f p f n e n v k o s f f c b o g p
d e k h f p f b l g y k o f f f c g w b n
d t s w s p x n e e v s o s f f c b w p w
g e k h f p x b l y v k o y f f c p w n b
g e s n l e x b p y n s o s t f c w w w w
l t s w y p k n e n v s o s f f c b n o w
d t s n n e f b p g y s o y t f c u w w p
p e k h f p f b l g v k o f f f c h w b n
d t s k n e x b p n v s o f t f c p w w g
d t s k n e x b p e y s o y t f c u w w w
d e k w n e f n f r y f o y f f c p w w w
g t f n n e x b e g a f o f f f w h w w w
g e s n l e x b p w s s o y t f c w w w w
g e s k l e x b p w s k o s t f c p w w w
d e k h n e x n e u y y o s f f w b w y w
g e k h f p x b p g y s o s t f c n w b w
p e k h f p f b l y v k o f f f c g w w p
p t s w y p k n e n v s o s f f c b w w p
g e s n p p x n p n s s o y t f c w w w w
l e f w n e x n e y c s o s f f w b w w p
d t s k n e x b p n v s o y t f c p w w w
u e s n p p x n p w v s o y t f c n w w w
g t s h f p x b p g v s o f t f c u w w w
g t f n n e f b e g s s o s f f w n w w w
d e s n c p x n p w v s o f f f c n w w p
d t s u a e f n p w v s o f t f w u w g p
w e s w n e f b e b c s t s t f c w w e e
d t s n n e f b p g v s o f t f c w w g g
d t s k n e x b p e y s o f t f c p w p p
d t s n n e x b p e v s o y t f c w w p g
g e s n p p x n p w s s o s t f c w w w w
g e k w n e k b e w s f t s f f w g w w w
g e s w n e x b e g a f t y f f w k w w w
d t s n n e f b p g v s o f t f c p w w w
g t s n n e x b p p n s o f t f w u w w w
d t s k n e f b p g y s o y t f c n w g w
d e s n c p f n p g v s o f f f w u w p w
m e s r n p f b p p v s t s t f c w w w w
g t s n n e x b e g a f o s f f w n w w w
d t k w f p x n e e y k o s f f c b w w p
g e s n a e x b p w n s o f t f c w w w w
g e k h f p f b l y v k o f f f c g w p b
g t f k n e x b e n v s o s f f w h w w w
d e k w m p f b n e c y o f f f c b w p c
d t s k n e f b p n v s o y t f c u w g g
g t f h f p f b p g y s o s t f c h w w w
d t s k n e x b p n v s o y t f c p w w p
d t s k n e f b p e v s o y t f c w w w g
d t k w s p x n e e v s o s f f c b w p w
d t k w y p x n e n v k o s f f c b w p p
d t k w s p x n e n v k o y f f c b w n w
d e k h f p x b l y v k o f f f c h w b p
w e s w n e x b e n c s t s t f c e w w e
d e k h f p x b l g y k o y f f c h w w b
g e s n l e x b p n n s o s t f c g w w w
d t s k n e x b p g v s o y t f c w w w g
p t k w s p f n e n v s o y f f c b w w w
d e s h n e f n f u y f o y f f c u w g w
l t k w f p f n e n v s o s f f c b w w w
g t s h f p f b l y y k o f f f c p w w p
d t s n n e f b p e v s o y t f c p w w w
d t s k n e x b p e v s o f t f c n w p g
g e k h f p x b l g y k o f f f c p w n b
g t f n n e x b p w s k o y t f w k w w w
p e k h f p x b l y y k o y f f c h w p b
d t s n n e x b p g v s o f t f c n w p w
d e s h f p x b l y v k o f f f c h w w p
l t k w s p x n e e v k o y f a w w w w w
g t s h f p f b l y v k o f f f c g w w n
g e s k a e b b p y n k o y t f c n w w w
d t s n n e x b p g y s o f t f c n w p g
d t s w s p x n e n v s t s f f c k w w p
p e k h f p f b l y v k o y f f c h w p b
d e s h f p f b l g v k o f f f c h w w b
d t s n n e x b p n v s o y t f c w w g p
m e s n l e b b p y n s o y t f c k w w w
p t k w f p f n e n y y o y f f c b w p p
d t s n n e x b p n v s o f t f c n w p w
p e k h f p x b l g v k o y f f c h w p p
g t f n n e f b p p s k o s f f w k w w w
d t k w f p x n e e y f o s f f c b w w p
p t k w f p k n e e v k o y f f c b w p w
w e s w n e x b e p c s t s t f c e w w e
d e k h f p f b l g v k o f f f c g w c p
g t f h f p x b l g v k o y t f c h w w b
g e k w n e b b p w a y t s t f w w w w w
g t f k n e f b e n n k o g f f w h w w w
d e s h f p x b l y y k o y f f w h w w n
l t k w f p k n e e v s o s f f c b w w p
d t s n n e f b p e v s o f t f c p w p w
g t s n n e f b e w s f o s f f w n w w w
l e s y n e x b p n c s o s f a c y w w o
u e s n p p f n p n v f o s t f c h w w w
g e k w n e b b e g s s t s t f w n w w w
l t s w y p f n e n v k o y f a w b w w w
d t s k n e x b p e v s o f t f c p w w g
u e s n p p x n p w v s o s t f c w w w w
g e s r n e f b e g s f t f f f w n w w w
p e s k a e f b p n v s o s t f c y w w w
l t k w f p x n e n v k o y f f c b o g p
m e s k a e x b p y n s o s t f c k w w c
d e k h f p f b l y y k o y f f c h w p p
l e s w n e x n p n c s o y t f w w o o o
w e s w n e k b e p c s t s t f c e w e w
u e s k p p x n p w v f o f t f c k w w w
d e s k c p x n p w v s o s f f c p w w p
l e s y n e b b p n c s o s f f w k w o o
d t k w f p k n e n v s o y f f c b w w p
p e k h f p x b l y v k o f f f c g w p p
g t f n n e f b e n a f o s f f w p w w w
l t k w f p x n e e v k o y f f c b w w w
g e k w n e b b e w s s t s t f w e w w w
p t s w f p x n e n v k o s f f c b w p p
d e s n c p x n p w s s o f f f w p w p w
l e s y n e x b p n c s o s f f w n w w o
l t k w y p x n e e v s o s f f c b o c p
g e k h f p x b p g v s o s t f c w w b w
d t s w s p f n e e v s o s f f c b w w p
l t k w f p f n e n v s o y f f c b o y w
g e k w n e b b e n n f t y t f w r w w w
l e s n n e b b p n v s o s f f w n w w o
g e k h f p x b p g v s o s f f c p w n w
d t s w y p c n e n v s o s f f c b w w w
p e s k l e x b p y y s o y t f c w w w w
g t s k n e b b e w s f o s f f w p w w w
p e k h f p f b l y v k o f f f c g w n n
d t s k n e f b p g y s o y t f c u w p g
g e k h f p x b l y v k o y f f c h w p p
d e k h f p f b l g y k o y f f c g w p b
p e k h f e f b l y y y o y f f c p w w p
l e s w n e f n e n v f o f f a c w o o w
g e s k a e f b p n n s o s t f c h w w w
d t s n n e x b p n y y o y t f c p w p w
g t s k n e f b e n a s o y f f w r w w w
g t f k n e x b e n a s o f f f w k w w w
d t s k n e x b p n y s o f t f c u w g p
u e s n n e f n p n y s o y f f c w w w w
d t s n n e f b p n v s o y t f c n w w g
l t k w f p k n e e v k o s f a w b o w p
g e k w n e x b e w n s t f t f w w w w w
d t s n n e x b p g v s o f t f c w w g g
d t s k n e f b p n v s o y t f c n w g g
d t k w f p k n e n v s o s f f c b w c w
d t k w s p x n e e n f o y f f c b w w w
l t k w s p k n e n v s o y f f w w w w p
g e s w n e x b p g v y t y f f c w w w w
g t f h f p x b l y v k o y f f c g w w p
u e s k n e x n p g y s o f f f c k w w w
l t s w y p f n e n v k o s f f c b w p p
g e k h f p x b l g s s o s f f w b w p p
d t s k n e x b p g v s o f t f c p w w w
l t k w y p k n e n v k o s f f c b w w p
g e k h f p f b p g v s o g t f c e w n w
p t k w s p k n e n v s o s f f c b w p p
d t s k n e f b p g v s o y t f c u w w w
d e k h n e f n f u v f o y f f c h w y w
u e s k p p x n p n v s o y t f c n w w w
g e k h f p f b p b y s o s t f c h w p w
d e s k c p x n p p v s o s f f w p w w w
g e s k l e b b p y n k o y t f c w w w w
g t f n n e f b e g s f o s f f w p w w w
d e k h f p f b l g v k o y f f c g w p p
p t k w f p x n e n v k o s f f c b w b w
m e s r n p b b p p v s t y t f c g w w w
p t s w f p x n e n v k o s f f c b w p p
d t s n n p x b p g v s o f t f c p w w p
d t s w f p k n e e v s o s f f c b w p p
d t s n n e x b p e v s o y t f c u w w p
d e k h f p x b l y v k o f f f c p w p b
d e s k c p x n p w v s o s f f w p w w p
g e k h f p x b p w y f o s f f c p w b w
p e k h f p x b l g v k o y f f c p w b n
g e s n a e f b p y n k o y t f c k w w w
g e k h f p f b l y y k o f f f c h w b p
w e s w n e x b e p c s t y t f c w w w w
g t f n f p x n l y v k o f f f c g w w n
d e s n c p x n p g s s o f f f w n w w g
u e s n p p f n p n s f o g t f c h w w w
p e k h f p x b l g v k o y f f c g w b b
g t f k n e x b e g n y o g f f w h w w w
d e s h f p x b l g y k o f f f w g w w b
g e k w n e k b e n a s t s f f w g w w w
d t k w f p f n e e y f n f f f c k w p p
d t k w f p f n e n v k o y f f c b w n n
l t k w f p k n e e v s o y f f c b w w w
p e k h f p x b l g v k o f f f c h w b p
d e s r n e f b p e y s t f f f c w w p w
g e s k a e x b p y s y o y t f c g w w w
d t s k n e x b p e y s o f t f c p w w p
g e s k p p x n p n s s o s t f c n w w w
l t s w f p k n e n v k o y f f c b w w p
l t s w y p k n e n v k o y f f c b o e w
l t s w f p f n e n v k o y f f c b o o y
l e s b n e x b p n c s o s f a c y o o o
l e s y n e c b p n v s o s f f w o w w o
u e s k p p f n p n s f o y t f c w w w w
g e k w n e b b e w s s t s f f w b w w w
d e k h f p x b l y y k o f f f c p w p n
l t s w s p f n e n v s o y f f c b w w p
d t s n n e f b p n y s o y t f c n w g w
d t s k n e f b p e v s o y t f c u w p w
d t s n n e x b p n y s o f t f c p w w w
w e s w n e f b e n c s t s t f c e w w e
g t f k n e x b p g s s o f t f w n w w w
u e s k n e f n p g v s o f f f c n w w w
g e s k l e f b p n n k o g t f c y w w w
g e k h f p f b l g y k o y f f c p w p n
g t f h f p f b l g s k o y f f c g w w p
p t k w y p k n e e v k o s f f c b w p p
g e s k a e x b p y n k o y t f c g w w w
g t s k n e x b e w s s o s f f w k w w w
g e k h f p x b l y y k o y f f c p w p n
d t s k n e x b p n v s o y t f c p w p g
p t k w y p x n e n v s o s f f c b w n p
m e s n a e b b p y s s o s t f c w w w w
d e s k c p x n p p s s o f f f c p w w g
m e s k l e b b p w s s o s t f c n w w w
g t f n n e x b e g v s o f f f c p w w w
p e k h f p x b l y y k o y f f c h w p n
g t s h f p x b l g v k o y f f c h w w n
g e k h f p x b l y s y o y f f c g w n n
d t s k n e x b p e v s o y t f c n w p p
g t s h f p f b p w s s o f t f c h w w w
g t f n n e f b e g s f o f f f w n w w w
g e k h f p f b p w s f o s t f w p w b w
p e k h f p f b l g y k o y f f c g w n n
g e k w n e x b p g s s t s f f w w w w w
d t k w f p f n e n y f o s f f c b w n w
d t s k n e x b p g v s o y t f c u w g w
p e s w n e f b p g v s o y t f c p w w w
g e k w n e k b e n s f t s f f w o w w w
g e k h f p f b p g v s o s t f c w w b w
g e k w n e x b e w a s t f t f w w w w w
g e s n p p x n p n s s o s t f c p w w w
g t s n n e x b e w s f o s f f w n w w w
g t f n n e x b e g s f o s f f w p w w w
g t f k n e b b e n s s o f f f w h w w w
g e k w n e x b e w s f t g f f w w w w w
g e s k l e x b p y n s o y t f c n w w w
g t f n n e x b e w s s o f f f w k w w w
g e k h f p x b l g n k o y f f w g w b p
g e s w n e k b e w a s t f f f w y w w w
d e k h f p x b l y y k o f f f c p w p b
d e y w n e k n e y y s o f f f c w w n p
d e s n c p x n p w v s o s f f w n w p w
g t s k n e f b e g a s o f f f w k w w w
d t s k n e x b p e v s o y t f c p w g w
d t s n n e x b p n y s o f t f c u w g p
p t s w f p f n e n y s o s f f w b w p w
l t s w s p f n e n v s o y f f c w n o w
g e s r n e b b e w n f t y f f w y w w w
d t s k n e x b p g v s o y t f c w w p g
l t k w f p x n e e v s o s f f c b w w p
g e s n l e f b p w s s o s t f c n w w w
p t k w f p k n e n v s o s f f c b w w w
d e k h f p f b l g y k o y f f c g w w n
p e k h f p x b l y v k o y f f c h w p b
u e s k p p f n p w v f o f t f c p w w w
l t k w y p k n e n v s o s f f c b w w p
u e s n n e x n p g y s o f f f c n w w w
d t k w f p x n e e v k o y f f c b w c w
d e k h f p x b l y y k o f f f c h w w b
p t s w s p f n e n v k o s f f c b w w w
d t s u l e x n p y v s o f t f w p w w w
d t s n l e f n p w v s o s t f w g w p p
g t s h f p f b l g y k o y t f c g w w p
u e s k p p x n p n v f o s t f c p w w w
p e s n l e f b p y s y o y t f c w w w w
d t s n n e x b p n v s o y t f c p w w w
d t k w y p f n e n v k n f f f c u w b p
g e k h f p x b l y v k o f f f c p w n b
w e s w n e k b e n c s t s t f c w w w e
g e s w n e b b e w n f t s f f w p w w w
d t s w s p f n e n v k o y f f c b w w p
d t s k n e f b p n y s o f t f c u w p p
g e k h f p f b l y v k o y f f c p w p n
d e k w n e x n f w v f o y f f c p w p w
l e s n n e x b p n c s o s f a c y w w o
g t s k n e x b p w n s o f t f w p w w w
g t s h f p f b l g s s o s f f c u w w b
p e k h f p x b l y v k o y f f c h w n p
d t k w y p f n e n v k o s f f c b w p p
d e k h f p f b l g v k o y f f c g w w p
g e k h f p f b p w y s o y f f c n w p w
l t k w f p c n e e v s o s f f c b w p p
w e s w n e f b e b c s t s t f c w w w e
p t s w y p f n e e v s o s f f c b w w p
m e s k a e b b p y s s o y t f c g w w w
d t k w f p x n e e v s o s f f c b w w p
d t s w y p x n e e v s o y f f c b w w p
d t s k n e x b p e y s o y t f c u w p g
p e s k a e x b p n s y o y t f c w w w w
g e k h f p f b l y v k o f f f c p w b n
d t s n n e x b p n y s o f t f c u w g w
d t s n a e x n p w v s o f t f w w w p p
d t s k n e f b p n y s o f t f c p w p w
p e k h f p f b l g v k o f f f c p w p n
d t s k n e x b p e v s o f t f c n w p p
p e k h f p x b l g y k o y f f c g w p b
g e k h f p x b l y y k o y f f c p w b p
d e s h f p x b l y y k o y f f w p w w n
l t k w f p f n e e v k o y f a c w o n w
d t s k n e x b p e v s o y t f c n w g w
g t f k n e x b e n s f o s f f w h w w w
d e k h f p f b l y y k o f f f c h w w b
g e s n a e f b p y n s o y t f c k w w w
g e k h f p f b l g v k o y f f c h w n b
g t f k n e x b e w a f o f f f w p w w w
d t k w s p k n e n v s o s f f c b w p p
d t s n n e f b p g y s o s t f c p w g p
d e s h f p f b l g y k o f f f c h w w p
d t s k n e x b p n v s o f t f c w w w w
g e s n a e f b p n s s o s t f c p w w w
d t s n n e f b p g v s o y t f c p w p g
d t s k n e x b p n y s o y t f c u w g w
d e k h f p f b l g y k o f f f c p w p p
d e k h f p x b l g y k o f f f c g w p p
d t s n n e x b p e v s o f t f c p w p w
p e s n a e f b p y s y o y t f c n w w w
l e s y n e f b p n v s o s f f w y w w o
w e s w n e f b e b c s t s t f c e w e w
d e k h f p f b l y y k o f f f c g w b p
d t s n n e x b p n y s o y t f c p w g w
g e s w n e k b e w a s t f f f w p w w w
m e s k a e b b p w n s o y t f w w w w w
p t k w y p x n e e v s o y f f c b w n p
p t k w f p f n e e y f o s f f c b w p w
g t s n n e x b e w s s o s f f w h w w w
g e s r n e b b e n a f t f f f w k w w w
d t s k n e x b p g y s o y t f c p w p w
g t f n n e f b e n s f o f f f w n w w w
l t s w f p x n e e v k o y f a c b o b w
d t s n n e f b p e v s o f t f c p w g w
g t s n n e x b e n s f o f f f w k w w w
d e k w m p x b n n c y n y f f c y w n c
d t s k n e f b p e y s o y t f c n w g p
g e s w n e b b e w n s t s t f w r w w w
p e k h f p x b l g v k o f f f c p w p b
d e s k c p f n p w s s o f f f w n w p w
d e k h f p f b l g v k o y f f c p w n n
d t s k n e x b p g y s o f t f c w w g p
g e k h f p x b l g v k o y f f c h w p n
d t s n n e f b p g y s o f t f c n w w p
d t s k n e x b p n y s o f t f c n w w g
p t s w y p k n e e v s o y f f c b w w w
d t k w f p f n e n y f o f f f c w w p w
d t s n n e f b p g v s o f t f c u w p w
l t k w s p x n e n v s o s f a w b w w w
d t s k n p f b p n y f o y t f c n w w p
g t s k n e b b e w a f o f f f w k w w w
d t s n n e x b p e y s o f t f c u w p w
g e s w n e b b p w n s t s f f w g w w w
d t s n n e f b p e y s o y t f c w w g w
g e s w n e k b e w s f t s t f w e w w w
d t k w f p x n e e y s o y f f c b w w p
g t f n n e x b e g s s o f f f w h w w w
d t s w f p k n e e y y o f f f w w w w p
g e s k l e f b p y y y o y t f c p w w w
d t s n n e x b p g v s o f t f c p w g p
p t s w f p x n e n v k o y f f c b w p p
d e s k c p f n p w s s o s f f w u w w g
d t s k n e f b p g y s o f t f c p w w w
l e y w n e x n e c c y o g f a c e w e n
d e k h f p x b l g y k o y f f c g w p p
d t s k n e x b p e y s o y t f c p w p p
p t k w s p f n e e v k t f f f c y w p w
d t s n n e f b p n v s o f t f c w w w p
d t s k n e x b p g y s o y t f c w w w p
p t k w s p f n e e v s t g f f c k w p p
g e s k l e x b p y s s o y t f c w w w w
d e k w n e f n f r y f o y f f w w w e w
p e k h f p f b l y v k o f f f c g w w p
l e f w n e k n e c c k o y f a c b n n w
m e s k a e x b p w s s o s t f c w w w w
d t s k n e f b p g v s o y t f c n w p p
d e k h f p x b l y y k o y f f c p w n n
g t f n n e b b e n s s o s f f w h w w w
g t f h f p f b l y v k o f f f c g w w n
d t s n n e x b p e v s o y t f c w w w g
u t f h f p x b p w v s o s t f c p w w w
g t s h f p x b l y y k o y f f c h w w p
p e k h f p x b l y v k o y f f c g w p b
g t f n n e b b p g s s o f f f w k w w w
p e k h f p f b l y y k o f f f c g w w n
d t s k n e f b p e v s o y t f c w w w p
d t s k n e f b p n v s o y t f c n w g g
d t s k n e f b p g v s o f t f c g w p g
l t s w y p f n e n v k o y f f c b w p n
l e s b n e f b p n c s o s f f w y w b o
d t s k n e x b p e y s o y t f c n w w w
p t s w s p k n e e v k o s f f c b w p p
d t s w y p f n e n v s o s f f c b w w p
g t s h f p f b l g y k o f t f c h w w n
g e s k p p f n p n v s o s t f c n w w w
g t f n n e b b e w s f o s f f w h w w w
d t s k n e x b p e y s o y t f c n w g w
d t s k n e x b p e y s o f t f c p w w g
p t k w y p f n e n v s o y f f c b w p w
g e k w n e k b e w s f t s f f w h w w w
g e s n l e f b p w n s o f t f c u w w w
g e s n p p f n p w v s o s t f c w w w w
d t s k n e f b p e v s o y t f c u w p g
g e s w n e x b e g s f t f t f w k w w w
g t s n n e x b p w a s o y t f w k w w w
g t s k n e f b e w a f o f f f w k w w w
p e k h f p x b l g y k o y f f w h w n n
d t s n n e x b p e v s o y t f c u w w w
d t s n n e x b p e y s o y t f c w w g g
p e k h f p f b l g y k o y f f c g w p n
g t s n n e x b p b s s o s t f w w w w w
d t s w y p x n e n v y o f f f c w w p w
u e s n p p f n p n v s o y t f c k w w w
d e k h f p f b l g y k o y f f c h w p n
g e s k p p x n p n s f o s t f c w w w w
